2021-12-06 12:05:21,778 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-12-06 12:05:21,847 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-12-06 12:05:21,855 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-12-06 12:05:21,855 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-12-06 12:05:21,863 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-12-06 12:05:21,863 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-12-06 12:05:21,863 INFO  SwAddin.cs: 201 - Setting up command manager
2021-12-06 12:05:21,863 INFO  SwAddin.cs: 204 - Adding command manager
2021-12-06 12:05:21,871 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-12-06 12:05:21,871 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-12-06 12:05:21,879 INFO  SwAddin.cs: 210 - Adding event handlers
2021-12-06 12:05:21,879 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-12-06 12:08:34,301 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2021-12-06 12:08:34,323 INFO  SwAddin.cs: 299 - Save is required
2021-12-06 12:08:34,323 INFO  SwAddin.cs: 313 - Saving assembly
2021-12-06 12:08:37,519 INFO  SwAddin.cs: 316 - Opening property manager
2021-12-06 12:08:37,568 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2021-12-06 12:08:37,600 INFO  ExportHelperExtension.cs: 1136 - Found 81 in Assem1
2021-12-06 12:08:37,608 INFO  ExportHelperExtension.cs: 1145 - Found 6 features of type [CoordSys] in Assem1
2021-12-06 12:08:37,613 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-12-06 12:08:37,629 INFO  ExportHelperExtension.cs: 1160 - 13 components to check
2021-12-06 12:08:37,640 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from IR Sensor (FC51)-3
2021-12-06 12:08:37,640 INFO  ExportHelperExtension.cs: 1136 - Found 75 in IR Sensor (FC51)-3
2021-12-06 12:08:37,640 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in IR Sensor (FC51)-3
2021-12-06 12:08:37,648 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from L293D-1
2021-12-06 12:08:37,651 INFO  ExportHelperExtension.cs: 1136 - Found 165 in L293D-1
2021-12-06 12:08:37,651 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in L293D-1
2021-12-06 12:08:37,656 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from body-1
2021-12-06 12:08:37,656 INFO  ExportHelperExtension.cs: 1136 - Found 77 in body-1
2021-12-06 12:08:37,661 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in body-1
2021-12-06 12:08:37,664 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from IR Sensor (FC51)-4
2021-12-06 12:08:37,664 INFO  ExportHelperExtension.cs: 1136 - Found 75 in IR Sensor (FC51)-4
2021-12-06 12:08:37,664 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in IR Sensor (FC51)-4
